order_id,customer_id,order_date,payment_method,marketing_channel,total_amount
2001,1984,2024-04-22,Card,Paid Ads,63.04
2002,167,2023-11-23,Card,Organic,169.6
2003,583,2023-07-02,Bank Transfer,Paid Ads,365.76
2004,1837,2024-08-07,Card,Organic,353.49
2005,691,2024-10-30,PayPal,Paid Ads,316.32
2006,868,2023-08-01,Bank Transfer,Organic,372.87
2007,284,2023-12-05,Card,Social Media,372.56
2008,1566,2024-05-05,Card,Referral,448.72
2009,1734,2024-05-10,PayPal,Email,120.97
2010,1506,2023-12-14,Bank Transfer,Referral,260.01
2011,1498,2024-06-04,Card,Email,410.54
2012,82,2023-05-14,Bank Transfer,Email,138.97
2013,151,2024-08-19,Bank Transfer,Organic,161.55
2014,1155,2023-07-10,Card,Referral,71.5
2015,637,2023-09-21,Bank Transfer,Organic,345.68
2016,1075,2023-06-12,Card,Email,184.42
2017,872,2024-11-10,Card,Email,20.81
2018,1835,2023-01-31,PayPal,Paid Ads,165.38
2019,1203,2023-10-12,PayPal,Referral,93.34
2020,619,2023-09-13,Card,Organic,344.49
2021,1292,2024-07-30,PayPal,Paid Ads,50.66
2022,288,2024-02-25,PayPal,Organic,499.11
2023,1237,2024-08-04,PayPal,Paid Ads,397.7
2024,263,2024-05-31,Bank Transfer,Referral,436.35
2025,365,2024-12-21,Card,Social Media,43.85
2026,1703,2023-10-16,Card,Organic,379.17
2027,1355,2023-07-24,Card,Social Media,122.12
2028,8,2024-06-10,Card,Paid Ads,457.19
2029,419,2023-05-07,PayPal,Email,477.43
2030,168,2023-10-03,Bank Transfer,Paid Ads,340.46
2031,92,2023-09-27,Card,Referral,69.33
2032,1675,2024-02-15,PayPal,Email,384.9
2033,606,2024-07-23,PayPal,Referral,252.49
2034,1161,2024-04-07,Bank Transfer,Social Media,226.86
2035,1639,2024-01-05,Bank Transfer,Referral,462.1
2036,143,2024-05-11,Bank Transfer,Paid Ads,53.84
2037,1799,2023-01-15,Card,Email,161.42
2038,476,2023-02-01,PayPal,Email,111.85
2039,576,2024-07-29,PayPal,Email,373.12
2040,1003,2023-01-04,Card,Paid Ads,278.97
2041,1385,2023-12-02,PayPal,Email,177.2
2042,254,2024-04-18,Bank Transfer,Organic,301.57
2043,1491,2023-01-31,Bank Transfer,Social Media,48.22
2044,1615,2023-04-20,PayPal,Paid Ads,470.09
2045,1209,2023-08-04,Card,Organic,312.86
2046,1527,2024-09-12,PayPal,Email,303.95
2047,1837,2024-03-24,Bank Transfer,Email,201.78
2048,1265,2024-04-12,Card,Email,452.22
2049,751,2023-10-05,Card,Organic,269.09
2050,1556,2023-04-16,Card,Organic,197.02
2051,59,2024-01-05,Card,Social Media,120.3
2052,674,2023-10-11,Card,Organic,104.3
2053,1153,2024-06-08,PayPal,Paid Ads,147.17
2054,792,2024-10-01,Card,Organic,40.28
2055,1581,2024-12-22,PayPal,Paid Ads,221.55
2056,657,2023-02-21,PayPal,Referral,241.45
2057,1896,2024-01-01,Card,Referral,206.77
2058,845,2024-02-19,Bank Transfer,Paid Ads,346.02
2059,1574,2024-08-13,Bank Transfer,Organic,459.87
2060,1286,2024-04-29,Bank Transfer,Email,333.79
2061,71,2023-03-14,Bank Transfer,Email,457.4
2062,1574,2024-07-19,PayPal,Social Media,158.45
2063,1462,2023-02-11,Bank Transfer,Paid Ads,411.16
2064,1454,2023-01-21,Bank Transfer,Email,119.04
2065,364,2024-05-26,Card,Email,290.06
2066,862,2023-04-07,PayPal,Organic,411.38
2067,1872,2023-04-19,Bank Transfer,Email,108.55
2068,1551,2023-12-07,Bank Transfer,Email,408.52
2069,1222,2024-08-16,Card,Paid Ads,382.5
2070,230,2024-06-04,Card,Social Media,120.92
2071,59,2024-01-07,Card,Organic,382.94
2072,1057,2024-06-28,Bank Transfer,Paid Ads,269.76
2073,1521,2024-11-15,Bank Transfer,Email,289.11
2074,1728,2023-05-21,Card,Paid Ads,135.9
2075,77,2023-08-22,Bank Transfer,Social Media,334.17
2076,1909,2024-03-17,Card,Social Media,479.78
2077,325,2023-01-20,Bank Transfer,Referral,339.19
2078,1846,2023-09-03,Card,Referral,124.28
2079,803,2024-07-15,Card,Social Media,299.38
2080,1932,2023-03-16,PayPal,Organic,369.62
2081,885,2023-10-12,Card,Organic,143.58
2082,1865,2024-03-30,Bank Transfer,Organic,400.88
2083,1231,2023-06-21,Card,Social Media,119.31
2084,678,2024-02-29,Card,Referral,209.21
2085,1555,2023-02-11,Bank Transfer,Referral,404.97
2086,176,2023-07-31,Card,Referral,324.09
2087,186,2024-08-13,Card,Social Media,308.69
2088,429,2024-12-17,Card,Paid Ads,130.44
2089,48,2023-04-17,Card,Referral,57.34
2090,808,2023-09-14,PayPal,Social Media,120.56
2091,960,2023-01-21,Card,Paid Ads,163.91
2092,1864,2023-05-30,Bank Transfer,Referral,106.79
2093,1354,2023-11-03,Bank Transfer,Paid Ads,127.77
2094,1833,2024-06-28,Card,Organic,484.69
2095,1519,2023-03-19,Bank Transfer,Organic,364.13
2096,53,2024-12-19,Bank Transfer,Organic,246.04
2097,1689,2023-01-24,PayPal,Organic,83.99
2098,1094,2023-11-11,PayPal,Email,47.27
2099,224,2023-02-21,PayPal,Organic,482.06
2100,341,2024-04-05,Bank Transfer,Referral,345.03
2101,1505,2023-11-04,Bank Transfer,Paid Ads,208.1
2102,57,2024-04-07,Card,Email,192.01
2103,1624,2023-07-07,Bank Transfer,Referral,201.15
2104,115,2024-10-19,PayPal,Referral,239.26
2105,947,2023-12-05,Bank Transfer,Email,176.54
2106,1237,2024-02-09,PayPal,Email,145.1
2107,591,2024-09-29,PayPal,Organic,411.84
2108,1516,2024-07-08,Bank Transfer,Paid Ads,442.09
2109,90,2023-07-17,PayPal,Paid Ads,473.85
2110,362,2023-01-15,Bank Transfer,Organic,497.37
2111,494,2023-11-09,Card,Referral,50.1
2112,1689,2023-07-15,Card,Email,461.38
2113,1804,2024-07-14,Bank Transfer,Organic,88.51
2114,474,2024-05-17,Card,Email,469.63
2115,1583,2023-01-19,Bank Transfer,Social Media,319.45
2116,878,2024-05-28,Bank Transfer,Organic,36.58
2117,1103,2024-02-22,Bank Transfer,Referral,394.04
2118,499,2024-09-21,Bank Transfer,Organic,499.28
2119,56,2024-02-11,Card,Paid Ads,363.01
2120,1959,2023-02-06,Bank Transfer,Organic,214.42
2121,1020,2023-06-10,Card,Email,93.88
2122,581,2024-05-18,PayPal,Social Media,494.71
2123,1536,2024-08-11,PayPal,Email,376.34
2124,855,2023-12-15,PayPal,Email,259.66
2125,752,2023-09-06,PayPal,Paid Ads,273.5
2126,627,2023-04-11,Card,Paid Ads,475.03
2127,225,2024-03-16,PayPal,Organic,423.39
2128,1291,2024-11-03,PayPal,Social Media,462.04
2129,1003,2024-12-29,Bank Transfer,Social Media,241.99
2130,27,2024-02-17,Card,Email,473.1
2131,1,2024-04-17,Card,Email,382.91
2132,994,2023-05-11,PayPal,Email,455.79
2133,490,2023-09-20,Bank Transfer,Paid Ads,482.54
2134,1298,2023-10-20,Card,Email,206.34
2135,585,2023-09-27,Bank Transfer,Social Media,357.23
2136,30,2024-10-01,Card,Referral,288.36
2137,1123,2024-03-26,PayPal,Organic,352.08
2138,1469,2023-02-05,Bank Transfer,Paid Ads,166.41
2139,1289,2023-02-16,Card,Referral,409.5
2140,1926,2024-07-01,Card,Organic,213.75
2141,153,2024-09-30,Bank Transfer,Paid Ads,349.29
2142,909,2023-06-17,Card,Social Media,123.79
2143,1393,2023-07-22,PayPal,Social Media,172.92
2144,1023,2023-05-06,Card,Social Media,229.23
2145,775,2023-11-19,Card,Social Media,162.39
2146,1749,2024-09-02,Bank Transfer,Organic,107.2
2147,532,2024-08-13,Card,Social Media,258.97
2148,1533,2023-07-16,Bank Transfer,Email,122.0
2149,233,2023-09-23,PayPal,Organic,153.54
2150,1191,2023-08-16,PayPal,Referral,107.65
2151,1122,2024-10-28,Card,Social Media,424.72
2152,1132,2024-07-05,Card,Social Media,251.34
2153,1740,2024-07-05,Card,Organic,268.83
2154,553,2023-10-28,PayPal,Social Media,469.57
2155,1868,2024-04-27,PayPal,Email,118.39
2156,867,2023-11-08,PayPal,Organic,175.7
2157,1858,2024-09-02,Bank Transfer,Email,261.11
2158,148,2023-10-13,PayPal,Organic,360.79
2159,268,2024-05-06,Bank Transfer,Paid Ads,335.87
2160,22,2024-03-06,PayPal,Referral,223.48
2161,702,2023-08-08,PayPal,Organic,307.58
2162,564,2023-02-27,Card,Referral,482.89
2163,858,2024-04-10,Card,Organic,97.71
2164,1928,2024-02-26,Card,Paid Ads,307.62
2165,1959,2023-09-01,PayPal,Social Media,185.01
2166,956,2023-01-25,Bank Transfer,Paid Ads,345.93
2167,1960,2023-10-10,Bank Transfer,Email,469.62
2168,105,2024-11-25,PayPal,Referral,251.16
2169,169,2023-07-24,PayPal,Social Media,226.56
2170,811,2024-12-27,PayPal,Paid Ads,292.62
2171,297,2024-01-30,Bank Transfer,Referral,141.73
2172,37,2024-07-06,PayPal,Email,442.86
2173,1424,2023-03-16,Card,Paid Ads,296.38
2174,799,2023-04-16,Bank Transfer,Organic,302.96
2175,1244,2023-06-18,Card,Paid Ads,200.0
2176,253,2024-02-21,Card,Social Media,202.78
2177,440,2024-07-11,Bank Transfer,Organic,208.94
2178,668,2023-06-04,Bank Transfer,Social Media,69.24
2179,945,2023-01-29,Card,Email,255.06
2180,1567,2023-03-06,PayPal,Organic,406.79
2181,542,2023-10-15,Card,Referral,246.59
2182,1162,2024-03-12,Bank Transfer,Paid Ads,243.03
2183,727,2024-07-29,Bank Transfer,Paid Ads,379.84
2184,1082,2024-12-21,PayPal,Social Media,51.68
2185,1168,2023-09-03,Card,Email,216.84
2186,870,2024-09-09,PayPal,Referral,80.02
2187,1994,2024-12-18,Card,Organic,442.58
2188,1559,2024-04-29,Card,Social Media,388.97
2189,1609,2023-07-18,Card,Email,376.54
2190,425,2023-11-11,Bank Transfer,Referral,179.24
2191,1775,2024-12-29,Bank Transfer,Social Media,49.71
2192,1342,2023-10-02,Bank Transfer,Social Media,50.47
2193,1511,2023-05-20,Bank Transfer,Paid Ads,339.43
2194,95,2023-08-13,PayPal,Paid Ads,268.91
2195,461,2024-04-05,Card,Email,313.83
2196,700,2023-03-23,Bank Transfer,Paid Ads,66.09
2197,616,2024-06-23,Card,Paid Ads,65.15
2198,1219,2024-03-30,Card,Email,332.55
2199,441,2024-12-15,PayPal,Referral,144.66
2200,1675,2024-04-11,Card,Organic,293.33
2201,1898,2023-10-04,Bank Transfer,Social Media,290.91
2202,677,2024-09-23,Bank Transfer,Email,257.87
2203,245,2024-01-22,PayPal,Social Media,382.42
2204,1941,2024-08-11,Bank Transfer,Social Media,271.49
2205,538,2023-09-14,Card,Organic,45.99
2206,1202,2023-03-11,Card,Referral,395.71
2207,95,2023-12-29,Bank Transfer,Email,21.86
2208,1508,2023-01-04,Bank Transfer,Organic,52.14
2209,884,2023-09-09,Bank Transfer,Referral,486.59
2210,1314,2023-05-20,PayPal,Organic,339.21
2211,391,2023-12-03,PayPal,Organic,478.18
2212,1528,2024-06-18,Bank Transfer,Paid Ads,164.52
2213,422,2023-03-28,Card,Social Media,247.66
2214,720,2023-03-01,Bank Transfer,Email,399.6
2215,1434,2024-01-20,Card,Paid Ads,336.13
2216,286,2023-01-24,Bank Transfer,Referral,372.98
2217,1384,2023-03-31,PayPal,Social Media,205.7
2218,1541,2024-05-22,Card,Organic,253.78
2219,630,2023-11-26,Bank Transfer,Referral,38.78
2220,1434,2023-11-22,Card,Organic,240.34
2221,850,2023-11-23,Bank Transfer,Referral,160.73
2222,1560,2024-06-09,PayPal,Social Media,340.64
2223,501,2024-08-11,Card,Organic,470.38
2224,698,2023-01-14,Bank Transfer,Social Media,114.59
2225,1320,2023-04-14,PayPal,Paid Ads,81.15
2226,1176,2023-10-24,Card,Referral,256.57
2227,1435,2023-03-02,Bank Transfer,Paid Ads,332.92
2228,1052,2024-03-21,PayPal,Referral,151.17
2229,709,2024-12-27,PayPal,Organic,179.62
2230,300,2023-09-23,PayPal,Referral,483.0
2231,933,2024-10-24,Card,Email,302.45
2232,1539,2023-04-17,Bank Transfer,Organic,327.17
2233,1462,2024-01-04,Card,Organic,340.32
2234,682,2024-10-11,Bank Transfer,Paid Ads,360.19
2235,1349,2024-08-10,Card,Paid Ads,421.1
2236,560,2024-11-11,Card,Email,279.8
2237,927,2023-02-23,PayPal,Referral,38.68
2238,519,2023-01-29,PayPal,Referral,78.11
2239,839,2024-01-28,PayPal,Social Media,225.04
2240,1053,2024-03-25,Card,Social Media,350.83
2241,490,2023-08-29,Card,Email,141.45
2242,479,2024-02-02,Bank Transfer,Social Media,366.87
2243,237,2024-08-18,PayPal,Referral,40.29
2244,1569,2023-01-09,Card,Social Media,369.44
2245,705,2023-11-18,PayPal,Social Media,266.01
2246,1634,2024-02-10,Bank Transfer,Paid Ads,388.68
2247,405,2024-09-30,PayPal,Paid Ads,200.05
2248,1660,2023-10-10,PayPal,Paid Ads,65.3
2249,1748,2023-07-23,PayPal,Organic,290.39
2250,1617,2024-10-16,PayPal,Organic,201.43
2251,258,2024-09-06,Card,Social Media,477.1
2252,526,2023-01-06,PayPal,Paid Ads,317.37
2253,1044,2024-07-12,Card,Referral,450.89
2254,96,2024-09-06,Bank Transfer,Email,25.0
2255,464,2023-06-29,Card,Paid Ads,64.84
2256,839,2023-11-30,PayPal,Organic,120.95
2257,392,2024-10-11,PayPal,Social Media,164.2
2258,695,2024-10-09,Bank Transfer,Email,486.47
2259,1593,2024-02-17,PayPal,Email,422.42
2260,1262,2024-08-22,PayPal,Organic,368.36
2261,1597,2023-12-05,Bank Transfer,Social Media,403.01
2262,967,2024-01-20,Card,Social Media,399.26
2263,131,2024-06-30,Card,Email,495.81
2264,127,2024-02-28,PayPal,Paid Ads,165.19
2265,1302,2024-10-19,Bank Transfer,Social Media,314.16
2266,1948,2024-08-29,Bank Transfer,Social Media,467.65
2267,640,2023-12-11,Card,Paid Ads,44.73
2268,428,2024-08-09,Bank Transfer,Organic,166.52
2269,586,2024-06-28,Bank Transfer,Social Media,401.95
2270,146,2024-02-29,Bank Transfer,Social Media,309.1
2271,1554,2023-04-19,Card,Organic,247.94
2272,847,2024-11-02,Card,Organic,22.43
2273,1284,2023-11-07,PayPal,Social Media,397.33
2274,1264,2024-04-18,Bank Transfer,Social Media,372.77
2275,1511,2024-03-14,Bank Transfer,Organic,221.71
2276,1927,2023-11-23,Card,Organic,297.42
2277,1098,2024-09-09,Bank Transfer,Referral,189.68
2278,332,2023-07-22,Card,Paid Ads,451.07
2279,1855,2024-11-27,PayPal,Social Media,148.74
2280,701,2024-11-24,Bank Transfer,Social Media,280.34
2281,1485,2024-11-04,Card,Paid Ads,110.14
2282,611,2023-07-29,PayPal,Paid Ads,296.58
2283,20,2024-04-25,Card,Email,213.06
2284,1691,2023-10-24,PayPal,Social Media,282.56
2285,1777,2024-07-09,PayPal,Paid Ads,370.69
2286,651,2024-09-26,Card,Referral,414.4
2287,451,2023-07-01,PayPal,Organic,163.66
2288,1364,2023-12-07,Card,Paid Ads,492.59
2289,616,2023-11-15,PayPal,Organic,369.1
2290,697,2023-08-15,PayPal,Paid Ads,350.06
2291,366,2024-05-10,Bank Transfer,Social Media,233.82
2292,822,2024-07-15,Bank Transfer,Referral,112.8
2293,1995,2023-07-17,Card,Social Media,201.66
2294,432,2023-08-05,Bank Transfer,Social Media,499.55
2295,1438,2023-02-07,Card,Organic,466.74
2296,462,2024-11-19,Bank Transfer,Organic,456.2
2297,902,2024-05-13,Bank Transfer,Email,285.36
2298,40,2024-03-20,PayPal,Referral,438.79
2299,459,2024-09-01,PayPal,Paid Ads,157.81
2300,249,2023-08-28,Card,Paid Ads,181.53
2301,1261,2023-03-12,Card,Referral,281.88
2302,1935,2024-09-05,Card,Referral,336.88
2303,131,2024-12-17,Card,Social Media,246.26
2304,233,2024-11-17,PayPal,Referral,445.21
2305,1026,2024-10-26,Card,Paid Ads,154.47
2306,880,2023-04-12,Bank Transfer,Email,123.54
2307,269,2024-07-27,Card,Organic,429.38
2308,1820,2024-10-11,Card,Referral,331.35
2309,753,2024-05-29,PayPal,Email,410.0
2310,1288,2023-09-21,Bank Transfer,Referral,284.53
2311,329,2024-04-02,Card,Email,93.85
2312,219,2023-08-24,Bank Transfer,Organic,128.16
2313,963,2023-05-06,PayPal,Referral,199.22
2314,1908,2024-08-11,PayPal,Referral,166.53
2315,1819,2023-03-14,Card,Organic,308.71
2316,1072,2024-05-23,Card,Referral,296.47
2317,1378,2024-02-07,PayPal,Email,292.19
2318,479,2024-08-17,PayPal,Organic,219.36
2319,20,2024-02-28,PayPal,Referral,48.41
2320,721,2023-03-17,PayPal,Referral,201.53
2321,860,2023-09-23,Bank Transfer,Referral,28.87
2322,1704,2023-08-24,PayPal,Paid Ads,463.85
2323,425,2023-04-03,Bank Transfer,Organic,240.19
2324,832,2024-07-03,Bank Transfer,Paid Ads,452.24
2325,1408,2024-07-14,PayPal,Referral,424.83
2326,472,2023-07-14,Card,Email,235.14
2327,1930,2023-08-07,Bank Transfer,Email,317.88
2328,1781,2024-10-01,Card,Social Media,25.9
2329,1383,2023-12-05,PayPal,Paid Ads,279.38
2330,904,2024-12-22,Card,Organic,122.21
2331,753,2023-07-28,Card,Social Media,95.03
2332,152,2023-07-18,Bank Transfer,Organic,108.58
2333,1475,2023-08-18,PayPal,Referral,130.69
2334,1207,2024-06-01,Bank Transfer,Social Media,367.13
2335,576,2023-11-24,Bank Transfer,Organic,445.0
2336,975,2023-09-05,Card,Email,145.25
2337,1428,2023-02-03,PayPal,Email,280.27
2338,1099,2024-06-29,Card,Organic,241.01
2339,1564,2023-02-21,Card,Referral,421.91
2340,1011,2023-08-20,Card,Email,64.02
2341,628,2024-01-30,Bank Transfer,Referral,325.2
2342,71,2023-03-16,Bank Transfer,Social Media,290.9
2343,1803,2023-11-11,PayPal,Organic,337.12
2344,867,2024-03-23,Card,Organic,386.32
2345,1920,2023-10-11,Bank Transfer,Paid Ads,137.85
2346,1795,2023-07-15,Card,Email,385.72
2347,1554,2023-07-18,Card,Organic,274.67
2348,977,2024-09-26,PayPal,Paid Ads,496.35
2349,683,2023-01-13,Card,Email,200.95
2350,350,2023-06-05,Bank Transfer,Organic,303.27
2351,665,2023-04-08,Card,Organic,441.43
2352,1383,2024-11-01,Bank Transfer,Organic,353.2
2353,595,2024-04-13,PayPal,Organic,160.94
2354,1478,2023-06-10,Card,Paid Ads,498.5
2355,640,2024-04-29,Card,Organic,42.77
2356,108,2023-08-10,Card,Email,147.64
2357,292,2023-02-16,Card,Social Media,345.46
2358,852,2023-02-01,PayPal,Paid Ads,396.93
2359,1549,2023-04-16,Card,Paid Ads,167.42
2360,530,2023-02-22,Card,Email,28.14
2361,651,2024-03-30,Card,Referral,291.48
2362,917,2023-01-27,PayPal,Email,247.68
2363,1111,2024-05-09,Bank Transfer,Paid Ads,197.7
2364,212,2024-10-03,Bank Transfer,Referral,476.08
2365,1881,2023-05-13,PayPal,Email,408.14
2366,1250,2024-08-28,PayPal,Email,463.28
2367,1537,2023-08-23,Card,Referral,248.19
2368,326,2023-06-17,PayPal,Organic,203.13
2369,444,2024-11-25,Card,Organic,420.82
2370,659,2023-01-25,Bank Transfer,Organic,169.47
2371,1348,2023-05-26,PayPal,Email,76.19
2372,1301,2023-09-11,Card,Referral,192.25
2373,1774,2024-07-12,PayPal,Paid Ads,271.37
2374,1682,2024-11-07,PayPal,Social Media,333.21
2375,945,2024-06-03,PayPal,Email,421.52
2376,1303,2023-01-21,Bank Transfer,Social Media,53.17
2377,222,2023-03-08,PayPal,Paid Ads,41.54
2378,439,2024-12-14,PayPal,Referral,293.05
2379,1939,2023-08-16,Bank Transfer,Social Media,358.42
2380,1087,2023-07-22,PayPal,Paid Ads,251.28
2381,1355,2023-05-09,Bank Transfer,Email,477.58
2382,895,2023-12-13,Bank Transfer,Paid Ads,21.27
2383,1801,2024-10-14,Card,Organic,236.7
2384,1893,2024-07-05,PayPal,Social Media,341.3
2385,1429,2023-07-23,Card,Referral,233.95
2386,1081,2024-01-31,PayPal,Paid Ads,69.96
2387,868,2024-01-06,Card,Organic,245.51
2388,187,2023-02-05,PayPal,Referral,441.44
2389,572,2023-08-02,Card,Organic,174.88
2390,1468,2023-11-20,Card,Email,143.33
2391,278,2023-07-22,PayPal,Email,79.58
2392,1989,2024-08-17,Bank Transfer,Social Media,56.03
2393,1657,2023-02-18,PayPal,Email,216.79
2394,1960,2023-10-11,Bank Transfer,Organic,288.02
2395,239,2024-09-02,PayPal,Referral,104.3
2396,1534,2024-11-23,Card,Referral,250.77
2397,1194,2024-04-06,PayPal,Organic,210.58
2398,3,2024-01-24,Bank Transfer,Social Media,324.98
2399,1058,2023-10-25,PayPal,Organic,284.25
2400,1754,2023-10-20,Card,Referral,436.89
2401,922,2023-04-07,PayPal,Email,121.91
2402,728,2023-10-04,Card,Paid Ads,455.14
2403,14,2023-09-12,Bank Transfer,Organic,430.22
2404,733,2023-02-08,Card,Email,141.62
2405,689,2024-05-25,Bank Transfer,Social Media,144.17
2406,87,2023-05-10,Bank Transfer,Referral,157.68
2407,1233,2023-07-30,Card,Organic,482.66
2408,561,2023-03-16,Card,Paid Ads,140.05
2409,660,2023-10-29,Bank Transfer,Organic,386.61
2410,1354,2023-11-05,Card,Organic,288.77
2411,1486,2024-02-11,Card,Email,394.16
2412,542,2023-07-21,Bank Transfer,Email,317.15
2413,158,2023-08-29,Card,Referral,134.16
2414,342,2023-10-12,PayPal,Paid Ads,87.36
2415,1729,2024-02-27,Bank Transfer,Organic,466.45
2416,435,2023-03-08,Bank Transfer,Email,162.64
2417,266,2024-11-09,Bank Transfer,Paid Ads,280.27
2418,166,2023-04-25,Card,Organic,466.46
2419,572,2023-03-24,Bank Transfer,Referral,428.84
2420,1125,2024-04-17,PayPal,Referral,290.69
2421,1204,2024-05-01,PayPal,Referral,345.61
2422,1575,2023-10-15,Bank Transfer,Paid Ads,321.45
2423,1859,2024-11-22,PayPal,Social Media,371.22
2424,186,2023-07-28,PayPal,Social Media,472.68
2425,1805,2024-04-21,PayPal,Email,199.16
2426,540,2023-02-26,Bank Transfer,Email,290.19
2427,850,2024-09-04,Card,Social Media,195.73
2428,1634,2024-03-30,Card,Email,379.79
2429,39,2023-07-21,PayPal,Paid Ads,488.86
2430,1860,2024-10-04,Bank Transfer,Referral,226.14
2431,1146,2023-10-12,PayPal,Paid Ads,467.87
2432,928,2024-05-03,Card,Referral,381.63
2433,119,2024-08-20,Bank Transfer,Paid Ads,170.06
2434,404,2023-03-25,Bank Transfer,Paid Ads,416.19
2435,766,2023-06-01,Card,Paid Ads,498.27
2436,1086,2023-05-30,Bank Transfer,Social Media,155.89
2437,927,2024-04-20,Bank Transfer,Paid Ads,87.25
2438,426,2023-10-10,PayPal,Referral,34.19
2439,1310,2023-02-08,Card,Social Media,490.46
2440,1589,2023-01-06,Bank Transfer,Organic,183.36
2441,129,2023-09-08,PayPal,Social Media,438.83
2442,1404,2024-08-19,PayPal,Social Media,142.78
2443,1466,2023-06-12,Card,Organic,387.92
2444,476,2024-08-06,Card,Email,482.47
2445,1179,2024-06-03,Card,Organic,259.16
2446,216,2024-05-19,Bank Transfer,Social Media,420.35
2447,1353,2023-02-12,PayPal,Email,22.01
2448,1594,2024-03-23,PayPal,Paid Ads,188.79
2449,1931,2024-06-15,PayPal,Paid Ads,346.62
2450,219,2023-03-02,Bank Transfer,Paid Ads,292.75
2451,513,2024-09-06,Card,Referral,87.82
2452,1034,2024-05-03,PayPal,Social Media,307.3
2453,733,2024-09-27,PayPal,Referral,164.37
2454,1601,2023-10-14,Card,Organic,175.79
2455,176,2024-08-21,Card,Email,231.59
2456,1600,2024-05-20,PayPal,Social Media,26.48
2457,624,2023-03-11,Bank Transfer,Paid Ads,490.71
2458,1343,2023-07-17,Bank Transfer,Referral,344.56
2459,1438,2024-05-20,PayPal,Social Media,292.58
2460,1797,2023-06-23,Bank Transfer,Paid Ads,68.64
2461,1101,2023-12-09,PayPal,Paid Ads,163.11
2462,569,2024-05-13,Bank Transfer,Email,450.28
2463,581,2024-06-16,PayPal,Organic,352.68
2464,502,2024-08-07,Card,Social Media,47.66
2465,1111,2023-03-24,PayPal,Paid Ads,196.24
2466,1157,2023-06-29,PayPal,Paid Ads,396.52
2467,1420,2024-08-07,Card,Organic,189.65
2468,310,2024-01-17,Card,Social Media,497.0
2469,812,2023-04-23,Bank Transfer,Referral,226.17
2470,1158,2023-01-11,Bank Transfer,Paid Ads,317.81
2471,810,2024-04-12,Card,Email,429.52
2472,534,2023-12-20,PayPal,Organic,184.65
2473,755,2024-07-28,PayPal,Referral,277.66
2474,482,2023-04-07,Card,Referral,25.22
2475,573,2024-01-24,Card,Paid Ads,310.54
2476,766,2024-09-23,PayPal,Social Media,465.33
2477,862,2024-09-08,PayPal,Referral,145.27
2478,1665,2023-04-26,Bank Transfer,Referral,431.47
2479,686,2024-11-19,Card,Paid Ads,134.09
2480,575,2024-03-12,Card,Organic,79.89
2481,123,2023-05-22,Card,Referral,220.08
2482,1971,2023-12-17,Card,Social Media,396.62
2483,606,2023-10-18,Bank Transfer,Organic,240.21
2484,1321,2024-08-31,Bank Transfer,Referral,299.04
2485,509,2024-04-15,Bank Transfer,Referral,247.87
2486,1532,2024-07-21,PayPal,Email,336.82
2487,447,2024-03-20,Card,Social Media,166.05
2488,1328,2024-09-08,Card,Email,411.21
2489,1721,2023-03-31,PayPal,Email,88.48
2490,127,2023-06-07,Bank Transfer,Email,147.9
2491,970,2023-06-12,Bank Transfer,Social Media,436.85
2492,1008,2024-10-09,Bank Transfer,Paid Ads,77.89
2493,360,2024-01-04,PayPal,Organic,383.47
2494,771,2023-12-18,PayPal,Social Media,295.65
2495,919,2023-12-31,Bank Transfer,Organic,261.97
2496,432,2023-06-13,Bank Transfer,Referral,269.2
2497,1185,2024-10-21,Card,Referral,100.94
2498,683,2023-07-25,PayPal,Paid Ads,198.34
2499,1903,2023-12-23,Bank Transfer,Social Media,393.44
2500,1430,2023-07-13,Card,Paid Ads,306.03
2501,764,2024-09-11,Card,Referral,263.2
2502,760,2024-06-13,Card,Paid Ads,371.43
2503,1281,2023-05-25,Bank Transfer,Paid Ads,200.69
2504,820,2023-02-18,Card,Paid Ads,354.19
2505,99,2024-12-16,Bank Transfer,Paid Ads,248.65
2506,1919,2024-12-11,PayPal,Organic,449.08
2507,325,2023-02-26,Bank Transfer,Organic,30.92
2508,135,2024-05-01,Card,Email,448.52
2509,147,2023-03-30,Card,Social Media,96.29
2510,483,2023-04-29,PayPal,Referral,378.22
2511,1091,2024-11-24,Bank Transfer,Paid Ads,491.42
2512,797,2024-09-22,Card,Social Media,136.83
2513,1617,2023-10-04,PayPal,Email,194.55
2514,1730,2024-09-23,Card,Referral,86.09
2515,171,2024-02-24,Bank Transfer,Referral,99.03
2516,1123,2023-05-31,Card,Social Media,183.93
2517,576,2024-06-08,Bank Transfer,Paid Ads,258.82
2518,649,2024-08-02,PayPal,Organic,169.08
2519,1316,2024-09-06,Card,Referral,417.22
2520,1267,2023-11-12,PayPal,Organic,181.16
2521,353,2024-03-05,PayPal,Referral,412.31
2522,440,2023-05-20,PayPal,Paid Ads,174.42
2523,814,2023-12-14,PayPal,Referral,481.49
2524,902,2024-03-26,PayPal,Paid Ads,98.99
2525,1313,2023-07-03,Card,Paid Ads,94.79
2526,1117,2023-11-17,Bank Transfer,Social Media,207.28
2527,1064,2024-10-29,PayPal,Social Media,390.22
2528,103,2024-05-25,PayPal,Organic,210.01
2529,1457,2023-11-16,Bank Transfer,Social Media,346.45
2530,1692,2024-04-10,PayPal,Organic,199.61
