order_item_id,order_id,product_id,quantity,unit_price
5284,2101,292,2,42.83
5285,2102,327,3,189.36
5286,2102,231,1,96.51
5287,2103,325,2,110.95
5288,2103,154,2,186.74
5289,2103,91,1,33.94
5290,2103,34,2,21.93
5291,2104,230,1,196.95
5292,2105,312,3,108.11
5293,2105,245,3,193.15
5294,2105,315,2,126.12
5295,2105,96,3,108.75
5296,2106,240,2,41.76
5297,2106,34,1,37.03
5298,2106,43,2,90.81
5299,2107,9,2,109.21
5300,2108,158,2,180.23
5301,2108,163,1,184.66
5302,2108,116,2,186.23
5303,2108,279,1,56.5
5304,2109,39,2,153.03
5305,2110,245,1,10.93
5306,2111,319,3,155.63
5307,2111,79,2,62.75
5308,2111,17,2,18.47
5309,2112,7,2,115.98
5310,2112,114,2,139.0
5311,2112,200,2,164.51
5312,2112,20,1,112.15
5313,2113,43,3,155.71
5314,2113,223,2,48.5
5315,2113,66,1,140.54
5316,2113,205,1,91.23
5317,2114,229,3,123.29
5318,2114,250,3,187.91
5319,2114,143,3,42.61
5320,2115,188,2,172.52
5321,2115,112,3,141.76
5322,2116,83,1,20.5
5323,2116,226,1,15.38
5324,2117,187,1,79.12
5325,2117,79,3,73.9
5326,2117,317,1,48.3
5327,2117,193,2,184.47
5328,2118,305,3,162.06
5329,2118,167,3,101.82
5330,2118,15,3,72.69
5331,2118,38,3,150.59
5332,2119,20,3,24.87
5333,2119,307,1,138.41
5334,2119,155,1,138.49
5335,2120,61,1,140.44
5336,2120,254,3,188.88
5337,2120,258,2,124.58
5338,2120,211,1,80.55
5339,2121,327,1,114.78
5340,2121,84,2,61.89
5341,2121,131,3,153.23
5342,2122,82,1,111.42
5343,2122,272,3,122.55
5344,2122,287,2,173.13
5345,2122,263,3,33.3
5346,2123,323,1,167.2
5347,2123,86,2,118.44
5348,2123,310,3,13.72
5349,2124,99,2,19.54
5350,2124,187,2,93.05
5351,2124,237,1,134.59
5352,2124,95,1,36.96
5353,2125,163,1,122.7
5354,2125,219,3,10.17
5355,2125,196,3,114.07
5356,2126,174,1,162.97
5357,2126,12,1,178.39
5358,2126,156,2,66.19
5359,2126,124,3,50.57
5360,2127,125,1,18.94
5361,2128,45,3,116.63
5362,2128,6,1,27.38
5363,2128,127,2,100.17
5364,2128,194,2,40.54
5365,2129,54,1,65.26
5366,2129,265,3,122.16
5367,2130,50,2,17.11
5368,2130,116,2,190.48
5369,2130,269,2,198.82
5370,2131,155,3,126.71
5371,2131,174,3,88.46
5372,2131,273,2,38.81
5373,2131,221,2,33.78
5374,2132,14,2,188.0
5375,2132,297,1,113.35
5376,2132,291,2,42.24
5377,2133,314,1,19.99
5378,2133,32,3,140.92
5379,2134,230,1,180.81
5380,2134,250,2,75.26
5381,2134,253,3,155.54
5382,2134,322,3,15.56
5383,2135,26,1,92.17
5384,2135,92,1,24.32
5385,2135,285,3,123.38
5386,2136,79,2,120.08
5387,2136,56,1,126.97
5388,2136,202,3,59.83
5389,2136,41,3,79.11
5390,2137,11,2,115.33
5391,2137,282,2,118.94
5392,2137,32,3,90.53
5393,2137,87,1,154.87
5394,2138,1,1,193.29
5395,2138,224,3,197.01
5396,2138,254,3,47.18
5397,2138,274,3,178.82
5398,2139,111,1,119.61
5399,2139,91,3,122.6
5400,2139,273,3,100.21
5401,2140,197,3,52.37
5402,2140,90,2,126.89
5403,2141,253,1,102.54
5404,2142,14,2,59.98
5405,2142,183,3,155.66
5406,2142,4,2,91.96
5407,2142,304,3,24.45
5408,2143,220,2,97.17
5409,2143,227,1,110.94
5410,2144,130,2,146.92
5411,2144,146,2,105.1
5412,2144,131,2,23.34
5413,2145,225,3,82.3
5414,2145,184,2,89.03
5415,2145,105,1,42.19
5416,2146,12,2,151.02
5417,2146,147,1,45.4
5418,2147,222,2,66.65
5419,2147,231,2,11.24
5420,2147,325,3,195.58
5421,2148,205,1,185.2
5422,2149,175,3,86.11
5423,2149,140,2,140.72
5424,2149,18,1,163.36
5425,2149,215,1,176.77
5426,2150,24,1,70.92
5427,2150,92,2,57.3
5428,2150,199,3,15.29
5429,2151,53,2,181.74
5430,2151,205,3,107.44
5431,2152,45,2,199.21
5432,2153,22,3,48.67
5433,2153,154,2,182.74
5434,2153,219,3,11.51
5435,2153,51,2,128.46
5436,2154,1,2,14.01
5437,2154,33,2,168.68
5438,2154,194,3,47.51
5439,2154,84,2,189.21
5440,2155,88,3,97.13
5441,2156,251,1,125.08
5442,2156,200,2,141.63
5443,2156,298,3,178.56
5444,2156,21,2,33.43
5445,2157,156,1,47.05
5446,2157,153,2,191.16
5447,2157,305,3,53.94
5448,2158,141,2,159.47
5449,2158,61,2,67.66
5450,2159,229,1,184.49
5451,2159,104,3,143.84
5452,2159,10,3,18.33
5453,2160,235,1,32.27
5454,2160,43,1,40.76
5455,2160,26,2,49.97
5456,2161,276,3,55.13
5457,2161,161,3,124.66
5458,2161,81,3,18.88
5459,2162,178,2,184.46
5460,2162,95,1,147.73
5461,2163,215,3,55.94
5462,2164,228,1,33.12
5463,2164,325,2,136.37
5464,2164,68,1,71.48
5465,2165,302,1,82.71
5466,2165,173,1,30.52
5467,2165,238,3,53.85
5468,2166,169,3,132.26
5469,2166,225,3,159.59
5470,2167,225,1,112.4
5471,2167,140,1,70.37
5472,2167,205,3,93.65
5473,2168,227,1,68.2
5474,2168,48,1,34.33
5475,2169,239,2,76.07
5476,2169,151,2,76.33
5477,2169,219,1,90.73
5478,2169,310,3,28.27
5479,2170,327,3,14.4
5480,2170,246,3,64.54
5481,2170,112,1,116.05
5482,2170,264,1,110.72
5483,2171,314,2,124.19
5484,2171,318,3,104.93
5485,2171,288,3,184.03
5486,2172,115,3,174.8
5487,2173,253,2,191.36
5488,2174,56,2,10.94
5489,2174,251,3,164.31
5490,2174,73,3,114.33
5491,2175,198,3,11.77
5492,2176,131,2,93.28
5493,2177,281,1,169.02
5494,2178,75,2,147.87
5495,2178,198,2,168.48
5496,2178,286,1,194.72
5497,2178,10,1,13.4
5498,2179,213,1,160.09
5499,2179,142,3,146.97
5500,2179,219,3,49.52
5501,2179,85,1,77.34
5502,2180,178,3,48.83
5503,2180,177,2,33.82
5504,2181,272,3,14.57
5505,2181,293,3,54.67
5506,2182,80,1,16.97
5507,2183,271,2,19.69
5508,2183,144,1,110.99
5509,2183,219,1,64.44
5510,2183,156,3,63.48
5511,2184,22,3,93.67
5512,2184,313,2,14.14
5513,2185,301,1,46.97
5514,2185,168,1,196.59
5515,2185,162,3,184.43
5516,2186,75,3,164.42
5517,2186,297,2,180.82
5518,2186,20,1,187.63
5519,2187,302,3,146.2
5520,2187,231,2,98.83
5521,2187,87,1,122.65
5522,2188,87,2,174.84
5523,2189,226,1,13.0
5524,2189,10,2,45.15
5525,2189,92,2,150.59
5526,2189,108,2,127.23
5527,2190,246,1,152.94
5528,2191,76,2,18.82
5529,2191,53,3,102.96
5530,2191,97,1,39.01
5531,2191,125,2,180.28
5532,2192,43,2,94.3
5533,2192,207,1,106.62
5534,2192,65,1,52.52
5535,2193,185,1,20.62
5536,2193,69,3,155.42
5537,2194,91,2,196.16
5538,2195,260,2,145.34
5539,2196,35,1,69.92
5540,2196,280,2,119.68
5541,2196,181,3,44.53
5542,2197,188,3,33.79
5543,2198,235,2,142.66
5544,2199,35,3,120.63
5545,2199,151,2,13.61
5546,2199,294,1,147.78
5547,2200,41,1,88.01
5548,2200,223,2,22.16
5549,2201,265,2,36.8
5550,2201,229,3,154.84
5551,2201,151,3,34.86
5552,2201,303,3,90.7
5553,2202,67,1,191.85
5554,2203,65,3,186.62
5555,2203,30,3,111.25
5556,2203,74,3,192.52
5557,2204,10,1,137.55
5558,2204,257,1,158.13
5559,2204,304,3,190.77
5560,2205,56,2,198.73
5561,2205,279,2,92.33
5562,2205,180,1,125.0
5563,2205,52,2,54.61
5564,2206,233,3,133.82
5565,2206,111,2,145.41
5566,2207,131,2,162.28
5567,2207,162,3,182.02
5568,2207,130,3,33.57
5569,2207,254,2,70.39
5570,2208,233,3,52.04
5571,2208,183,1,42.62
5572,2208,26,1,188.28
5573,2208,65,1,145.92
5574,2209,304,2,11.27
5575,2209,243,2,114.43
5576,2209,187,3,86.04
5577,2209,127,2,117.82
5578,2210,113,1,89.32
5579,2211,312,3,140.1
5580,2211,241,2,87.35
5581,2211,309,1,122.27
5582,2212,51,2,176.4
5583,2212,236,2,93.85
5584,2213,254,1,195.98
5585,2213,6,1,180.51
5586,2214,192,1,165.38
5587,2214,15,2,82.77
5588,2215,239,1,14.96
5589,2216,78,2,144.62
5590,2216,271,2,87.81
5591,2217,248,1,54.08
5592,2217,217,3,150.4
5593,2218,8,1,160.99
5594,2218,207,2,12.04
5595,2219,279,1,133.79
5596,2219,70,3,126.81
5597,2219,174,1,199.6
5598,2219,129,1,13.1
5599,2220,289,3,140.51
5600,2220,159,2,194.01
5601,2220,203,2,139.48
5602,2220,147,3,79.96
5603,2221,6,2,117.62
5604,2221,165,2,65.82
5605,2222,233,2,27.56
5606,2222,39,3,67.84
5607,2222,76,2,123.64
5608,2222,306,2,32.49
5609,2223,180,2,48.46
5610,2223,318,3,84.01
5611,2223,153,2,110.41
5612,2224,132,3,142.63
5613,2224,126,3,171.7
5614,2224,113,1,57.73
5615,2225,303,3,164.59
5616,2225,9,2,43.24
5617,2225,226,3,80.43
5618,2225,233,1,109.58
5619,2226,32,3,155.72
5620,2227,132,3,74.59
5621,2227,302,2,187.38
5622,2227,54,2,190.81
5623,2227,90,1,75.0
5624,2228,311,3,109.21
5625,2228,235,1,17.88
5626,2228,106,1,48.24
5627,2228,246,1,65.37
5628,2229,124,3,168.19
5629,2230,178,2,64.0
5630,2230,8,1,76.73
5631,2230,237,1,130.06
5632,2230,63,3,119.67
5633,2231,58,2,49.1
5634,2231,8,1,95.29
5635,2231,189,3,76.92
5636,2232,60,3,103.19
5637,2233,138,1,51.51
5638,2233,15,2,82.98
5639,2233,103,1,189.45
5640,2233,249,1,125.45
5641,2234,167,1,151.11
5642,2234,101,3,24.95
5643,2234,74,3,56.52
5644,2234,263,3,36.87
5645,2235,74,2,142.4
5646,2235,100,2,107.97
5647,2235,92,1,121.27
5648,2235,197,2,52.97
5649,2236,209,1,99.82
5650,2236,123,3,198.7
5651,2236,129,2,142.18
5652,2237,99,2,83.98
5653,2238,141,2,43.41
5654,2238,19,2,154.7
5655,2238,171,1,159.27
5656,2239,234,1,24.44
5657,2239,111,3,188.13
5658,2239,218,3,147.43
5659,2239,56,3,68.17
5660,2240,318,1,27.88
5661,2240,177,3,96.34
5662,2240,217,1,193.1
5663,2241,279,2,82.71
5664,2241,126,1,122.48
5665,2242,95,2,143.68
5666,2242,300,1,79.96
5667,2242,117,3,198.56
5668,2243,318,1,32.3
5669,2244,294,3,96.78
5670,2244,189,1,47.0
5671,2244,215,3,142.37
5672,2244,18,1,118.49
5673,2245,298,1,125.32
5674,2245,326,1,112.99
5675,2246,175,2,100.1
5676,2246,269,3,10.48
5677,2246,66,1,129.13
5678,2247,38,3,55.72
5679,2247,180,3,196.85
5680,2247,183,1,75.36
5681,2248,136,2,180.05
5682,2248,61,2,71.4
5683,2248,34,3,54.8
5684,2249,194,3,120.87
5685,2250,306,1,34.42
5686,2250,27,3,21.02
5687,2250,61,1,73.04
5688,2251,253,1,46.56
5689,2251,162,1,163.35
5690,2251,85,3,106.14
5691,2251,25,1,24.69
5692,2252,96,1,176.23
5693,2252,26,1,125.65
5694,2253,73,3,194.39
5695,2253,115,1,107.97
5696,2254,260,1,127.42
5697,2255,187,1,32.06
5698,2256,210,2,136.72
5699,2256,211,3,16.81
5700,2256,59,1,30.6
5701,2257,128,3,78.86
5702,2257,170,3,108.98
5703,2257,191,1,15.77
5704,2257,261,1,64.02
5705,2258,239,2,116.59
5706,2258,29,1,145.59
5707,2258,248,3,31.96
5708,2258,194,1,81.19
5709,2259,219,1,81.14
5710,2259,236,3,60.92
5711,2259,98,2,121.24
5712,2259,54,3,183.87
5713,2260,175,1,89.22
5714,2261,63,1,159.62
5715,2262,102,3,27.92
5716,2263,155,3,152.77
5717,2264,321,2,35.08
5718,2264,31,3,88.79
5719,2265,164,1,130.31
5720,2265,158,2,190.26
5721,2266,57,2,95.54
5722,2266,88,3,49.33
5723,2266,123,2,177.18
5724,2267,51,1,169.23
5725,2267,84,1,168.05
5726,2268,147,1,165.55
5727,2268,230,1,50.29
5728,2269,20,1,86.07
5729,2269,74,2,85.49
5730,2270,73,1,11.31
5731,2270,317,1,96.69
5732,2270,74,2,69.84
5733,2270,182,3,32.57
5734,2271,26,1,46.41
5735,2271,146,3,119.44
5736,2271,49,1,151.44
5737,2272,213,3,50.96
5738,2272,186,2,63.76
5739,2272,325,2,153.54
5740,2272,130,1,74.2
5741,2273,131,3,188.5
5742,2273,51,2,119.22
5743,2274,219,3,10.25
5744,2274,260,3,179.78
5745,2274,183,1,122.3
5746,2275,54,3,100.62
5747,2276,292,3,31.86
5748,2277,139,2,176.24
5749,2277,41,3,133.14
5750,2277,164,2,24.52
5751,2277,5,2,75.75
5752,2278,248,2,46.03
5753,2278,140,1,174.08
5754,2278,260,3,153.51
5755,2279,126,3,85.73
5756,2279,115,2,67.6
5757,2279,320,2,132.36
5758,2280,55,1,133.72
5759,2281,153,3,108.45
5760,2281,109,1,42.23
5761,2281,198,1,197.18
5762,2281,314,1,188.07
5763,2282,322,2,30.02
5764,2282,64,1,193.15
5765,2282,328,3,92.2
5766,2282,157,1,84.45
5767,2283,162,2,140.63
5768,2283,246,3,88.33
5769,2283,164,3,198.95
5770,2283,7,1,115.17
5771,2284,152,1,130.17
5772,2284,197,2,146.33
5773,2284,207,3,154.55
5774,2285,221,1,82.71
5775,2285,21,2,74.17
5776,2286,159,1,41.54
5777,2286,236,2,192.02
5778,2287,176,2,89.36
5779,2287,204,3,183.33
5780,2287,252,1,117.98
5781,2287,213,3,68.45
5782,2288,185,2,167.6
5783,2288,301,1,24.06
5784,2288,268,2,194.22
5785,2289,208,3,148.0
5786,2289,273,3,126.08
5787,2289,15,3,142.12
5788,2290,268,2,62.04
5789,2290,260,3,121.82
5790,2290,23,3,128.27
5791,2291,108,1,150.12
5792,2291,161,1,68.76
5793,2291,24,1,10.55
5794,2292,141,2,67.81
5795,2292,206,2,54.7
5796,2292,47,3,181.32
5797,2293,189,1,55.84
5798,2293,255,1,177.66
5799,2294,179,3,16.66
5800,2294,26,1,160.73
5801,2295,269,1,169.75
5802,2296,282,1,153.0
5803,2296,82,3,73.33
5804,2296,168,3,180.46
5805,2297,76,1,191.55
5806,2298,168,1,173.56
5807,2299,249,2,193.04
5808,2299,73,1,133.11
5809,2299,66,1,92.9
5810,2299,25,2,91.37
5811,2300,264,2,20.09
5812,2301,327,2,45.28
5813,2301,248,3,119.88
5814,2301,75,3,154.68
5815,2302,36,2,95.71
5816,2303,178,2,128.34
5817,2304,134,3,134.41
5818,2304,81,1,81.94
5819,2304,109,1,192.9
5820,2304,140,1,58.22
5821,2305,110,3,122.77
5822,2305,181,2,53.23
5823,2306,289,3,171.96
5824,2306,216,1,119.76
5825,2307,265,3,103.02
5826,2307,99,3,162.89
5827,2308,232,3,198.93
5828,2308,133,2,115.79
5829,2309,102,3,107.75
5830,2309,111,2,147.55
5831,2310,195,1,110.63
5832,2310,322,3,41.66
5833,2311,323,3,114.88
5834,2311,9,1,177.93
5835,2311,281,1,12.35
5836,2312,187,1,61.53
5837,2312,99,1,11.03
5838,2312,130,2,158.81
5839,2313,39,1,173.82
5840,2313,110,2,78.34
5841,2313,50,3,125.82
5842,2313,251,1,152.55
5843,2314,177,3,27.82
5844,2314,317,2,81.37
5845,2315,313,3,113.64
5846,2315,189,1,30.87
5847,2316,316,1,85.33
5848,2316,103,1,93.49
5849,2317,230,2,82.1
5850,2317,44,2,187.68
5851,2317,59,3,132.16
5852,2318,49,3,35.59
5853,2319,56,3,35.46
5854,2319,92,3,58.6
5855,2319,219,2,98.27
5856,2319,147,1,145.5
5857,2320,165,3,39.62
5858,2320,111,2,56.46
5859,2320,199,1,72.69
5860,2320,168,3,135.67
5861,2321,282,1,105.17
5862,2322,27,1,159.93
5863,2322,191,2,165.73
5864,2322,52,2,156.16
5865,2323,21,2,114.22
5866,2323,20,2,96.71
5867,2324,166,2,118.06
5868,2324,301,3,60.35
5869,2324,115,2,113.76
5870,2324,274,1,26.33
5871,2325,10,1,36.37
5872,2325,161,1,68.64
5873,2326,120,3,168.19
5874,2326,233,3,58.5
5875,2326,165,1,22.8
5876,2326,316,2,198.79
5877,2327,133,3,86.92
5878,2328,166,1,175.28
5879,2328,15,2,56.12
5880,2329,102,1,46.97
5881,2329,25,1,197.41
5882,2329,116,3,119.31
5883,2329,155,1,143.02
5884,2330,25,3,186.06
5885,2330,300,2,191.43
5886,2330,227,2,152.2
5887,2330,208,1,45.43
5888,2331,29,3,29.48
5889,2331,114,1,173.54
5890,2331,292,3,190.98
5891,2331,18,2,35.44
5892,2332,229,1,134.3
5893,2332,185,2,63.77
5894,2333,320,3,73.09
5895,2333,13,2,148.98
5896,2333,314,1,93.47
5897,2333,143,3,113.1
5898,2334,1,3,31.11
5899,2334,276,2,102.76
5900,2334,158,2,151.61
5901,2334,95,1,153.45
5902,2335,270,2,87.43
5903,2335,311,1,186.92
5904,2335,174,2,195.16
5905,2336,281,1,139.59
5906,2336,229,3,41.97
5907,2336,295,2,188.42
5908,2337,130,2,77.97
5909,2337,38,1,53.82
5910,2338,100,2,111.71
5911,2338,43,3,182.96
5912,2338,199,2,149.91
5913,2338,51,2,157.39
5914,2339,304,2,38.09
5915,2339,320,3,180.5
5916,2339,141,3,66.49
5917,2339,160,1,89.41
5918,2340,119,3,73.46
5919,2340,248,2,127.53
5920,2340,163,1,92.96
5921,2340,220,1,159.63
5922,2341,291,3,82.68
5923,2341,100,1,187.14
5924,2341,78,1,168.69
5925,2341,184,2,152.5
5926,2342,296,2,123.09
5927,2342,65,2,45.84
5928,2342,178,2,37.5
5929,2343,193,3,61.59
5930,2343,98,3,122.46
5931,2344,231,3,161.04
5932,2344,106,2,176.39
5933,2344,307,3,44.89
5934,2345,51,1,132.13
5935,2345,323,3,90.44
5936,2345,103,1,172.55
5937,2345,193,3,68.36
5938,2346,123,3,43.74
5939,2346,32,3,180.51
5940,2347,89,1,96.64
5941,2347,276,1,147.45
5942,2348,224,1,39.16
5943,2348,67,3,100.06
5944,2349,209,2,17.11
5945,2349,26,2,155.68
5946,2350,308,3,46.87
5947,2350,156,3,74.94
5948,2350,34,3,113.93
5949,2351,303,3,159.04
5950,2351,101,1,72.95
5951,2352,193,1,33.16
5952,2352,288,3,61.64
5953,2353,206,2,87.77
5954,2353,305,3,174.01
5955,2354,260,1,171.57
5956,2354,65,2,189.68
5957,2354,188,2,11.71
5958,2355,13,3,182.95
5959,2355,41,2,67.44
5960,2355,142,3,87.86
5961,2355,242,3,32.6
5962,2356,120,3,63.65
5963,2356,287,3,174.38
5964,2356,201,1,116.61
5965,2356,126,1,137.23
5966,2357,45,1,161.27
5967,2358,286,1,14.64
5968,2358,60,2,68.76
5969,2359,59,3,63.79
5970,2359,250,3,105.87
5971,2359,289,1,195.62
5972,2360,291,2,90.11
5973,2361,166,2,89.34
5974,2361,269,3,22.35
5975,2361,77,3,150.27
5976,2361,103,2,165.18
5977,2362,34,2,17.18
5978,2362,283,2,78.54
5979,2362,61,2,173.87
5980,2362,279,1,185.99
5981,2363,307,2,134.23
5982,2363,78,2,110.55
5983,2364,277,2,127.89
5984,2364,41,3,22.58
5985,2365,326,1,63.14
5986,2366,85,3,118.03
5987,2367,197,2,48.76
5988,2367,198,3,166.17
5989,2368,41,3,193.65
5990,2368,245,1,125.22
5991,2368,230,2,154.04
5992,2369,308,3,94.62
5993,2369,222,3,137.17
5994,2369,128,3,24.92
5995,2370,19,1,108.96
5996,2370,83,3,147.5
5997,2370,296,1,39.96
5998,2370,193,1,79.5
5999,2371,41,3,24.87
6000,2372,78,2,58.05
6001,2373,56,2,58.85
6002,2373,295,3,24.83
6003,2373,65,2,74.92
6004,2374,151,2,192.31
6005,2375,272,2,93.67
6006,2376,23,3,52.95
6007,2376,280,1,134.78
6008,2377,148,1,77.09
6009,2378,95,3,119.9
6010,2379,160,2,135.99
6011,2379,167,1,39.24
6012,2380,161,2,102.53
6013,2381,289,1,25.11
6014,2382,235,1,18.51
6015,2383,170,1,196.3
6016,2384,148,1,170.62
6017,2384,57,3,28.25
6018,2384,248,2,186.01
6019,2385,206,3,193.57
6020,2385,295,1,195.18
6021,2385,17,1,194.02
6022,2386,56,3,77.08
6023,2386,2,1,168.46
6024,2386,144,3,49.93
6025,2386,13,3,172.97
6026,2387,315,1,128.92
6027,2387,71,2,129.11
6028,2387,225,1,79.6
6029,2387,102,1,163.57
6030,2388,107,2,177.8
6031,2388,321,3,156.13
6032,2388,214,1,53.74
6033,2389,215,1,31.46
6034,2390,140,1,139.84
6035,2390,213,1,146.92
6036,2390,123,2,134.43
6037,2390,321,3,93.99
6038,2391,251,2,176.82
6039,2391,1,3,13.28
6040,2392,260,3,125.33
6041,2392,236,2,182.33
6042,2392,267,3,26.5
6043,2393,93,2,50.89
6044,2393,321,2,87.78
6045,2394,84,2,23.23
6046,2394,229,2,132.44
6047,2395,200,3,62.1
6048,2395,53,2,82.24
6049,2395,30,1,90.98
6050,2395,101,3,153.5
6051,2396,19,3,186.29
6052,2396,324,1,153.63
6053,2397,235,1,92.65
6054,2397,14,2,82.04
6055,2397,114,2,185.38
6056,2398,276,3,168.09
6057,2399,70,2,122.75
6058,2399,281,1,111.17
6059,2399,154,1,176.72
6060,2400,10,2,153.71
6061,2400,43,3,108.09
6062,2400,147,3,165.02
6063,2401,267,2,131.14
6064,2401,6,3,149.79
6065,2401,289,3,167.22
6066,2402,315,1,38.15
6067,2402,88,3,139.07
6068,2403,307,3,158.38
6069,2403,35,2,55.83
6070,2403,190,3,168.16
6071,2403,107,2,10.77
6072,2404,125,1,77.25
6073,2404,92,3,63.4
6074,2404,209,1,44.72
6075,2404,101,3,20.49
6076,2405,90,2,73.86
6077,2406,26,3,158.33
6078,2407,61,2,199.67
6079,2407,268,1,71.08
6080,2408,89,3,142.51
6081,2409,78,3,187.47
6082,2409,113,2,104.91
6083,2409,132,3,171.47
6084,2409,37,1,143.09
6085,2410,107,2,123.93
6086,2410,214,3,175.38
6087,2410,74,2,18.09
6088,2411,66,3,46.44
6089,2412,202,3,127.48
6090,2413,49,2,52.77
6091,2414,212,2,114.16
6092,2415,43,2,125.74
6093,2415,205,2,141.62
6094,2416,154,2,22.6
6095,2416,109,2,39.32
6096,2416,60,3,197.01
6097,2416,27,1,38.32
6098,2417,279,2,12.34
6099,2418,100,1,111.27
6100,2418,20,1,26.69
6101,2418,9,3,29.53
6102,2418,38,1,10.89
6103,2419,24,3,129.67
6104,2420,77,3,36.73
6105,2420,220,3,163.24
6106,2420,98,1,54.02
6107,2420,175,1,196.97
6108,2421,174,2,130.53
6109,2421,283,1,147.04
6110,2422,14,1,118.64
6111,2422,251,1,173.47
6112,2422,19,2,30.32
6113,2422,293,1,133.92
6114,2423,23,1,53.03
6115,2424,233,2,140.91
6116,2424,291,3,178.18
6117,2424,254,1,130.9
6118,2424,148,3,136.18
6119,2425,178,3,14.23
6120,2425,220,1,67.65
6121,2425,84,2,75.79
6122,2426,166,3,110.41
6123,2426,193,1,27.29
6124,2426,39,2,115.4
6125,2427,277,3,52.48
6126,2427,71,2,174.64
6127,2428,16,1,113.97
6128,2428,172,3,62.97
6129,2429,103,1,139.1
6130,2430,213,2,17.33
6131,2430,194,1,182.78
6132,2430,280,3,146.43
6133,2430,246,3,102.93
6134,2431,102,2,84.18
6135,2431,316,1,166.96
6136,2431,232,2,51.46
6137,2432,116,1,170.51
6138,2432,7,1,26.12
6139,2432,286,2,108.13
6140,2433,319,1,152.05
6141,2434,132,2,136.33
6142,2435,222,2,89.23
6143,2435,307,2,91.07
6144,2435,138,2,197.85
6145,2436,178,3,49.15
6146,2436,16,1,62.28
6147,2437,115,2,61.67
6148,2437,186,3,65.82
6149,2438,249,2,98.59
6150,2439,326,2,189.78
6151,2439,58,3,141.91
6152,2439,46,1,196.24
6153,2439,77,1,105.57
6154,2440,118,3,96.69
6155,2440,255,1,138.51
6156,2440,258,3,84.71
6157,2441,171,3,133.41
6158,2441,94,3,150.84
6159,2442,67,3,162.04
6160,2442,104,3,149.67
6161,2443,72,1,198.38
6162,2443,13,2,117.24
6163,2444,310,1,73.22
6164,2445,83,2,63.53
6165,2445,63,2,102.09
6166,2445,61,1,119.42
6167,2445,57,2,17.08
6168,2446,139,3,38.98
6169,2446,50,3,183.63
6170,2446,129,2,160.02
6171,2447,252,2,126.81
6172,2447,262,2,92.86
6173,2448,92,1,14.6
6174,2448,125,1,92.38
6175,2449,52,2,182.6
6176,2449,301,1,105.32
6177,2449,68,2,64.24
6178,2450,93,2,60.56
6179,2450,267,1,149.17
6180,2451,222,1,25.41
6181,2451,189,2,149.02
6182,2451,268,2,143.93
6183,2451,194,3,60.64
6184,2452,237,2,11.32
6185,2452,37,2,80.04
6186,2453,21,1,113.89
6187,2453,295,1,42.92
6188,2454,295,3,65.47
6189,2455,103,1,71.82
6190,2455,49,2,18.07
6191,2455,1,2,191.53
6192,2456,105,3,100.38
6193,2457,109,2,59.07
6194,2457,294,3,97.36
6195,2457,243,1,186.84
6196,2457,169,3,43.37
6197,2458,102,1,157.78
6198,2458,241,2,93.67
6199,2458,321,2,24.31
6200,2459,174,1,56.63
6201,2459,271,3,147.46
6202,2460,299,1,172.33
6203,2460,236,2,104.05
6204,2461,37,1,108.0
6205,2461,278,2,172.41
6206,2461,308,2,38.93
6207,2461,62,3,63.76
6208,2462,290,1,14.8
6209,2462,276,2,54.03
6210,2462,138,2,159.13
6211,2462,94,1,167.01
6212,2463,301,1,111.29
6213,2463,54,2,16.95
6214,2464,259,2,79.0
6215,2464,308,1,63.79
6216,2464,61,2,146.26
6217,2464,146,1,52.94
6218,2465,89,2,172.86
6219,2465,31,1,19.98
6220,2465,327,2,10.93
6221,2465,3,1,93.22
6222,2466,323,2,92.11
6223,2466,109,2,59.75
6224,2466,139,1,76.66
6225,2466,327,2,50.94
6226,2467,231,1,34.45
6227,2468,248,1,196.37
6228,2468,326,1,173.87
6229,2469,287,3,145.28
6230,2469,10,3,35.61
6231,2469,262,1,131.13
6232,2470,29,1,52.31
6233,2470,254,1,66.35
6234,2470,126,1,158.2
6235,2470,318,2,37.19
6236,2471,219,2,127.5
6237,2472,97,1,12.45
6238,2472,302,1,145.17
6239,2473,290,1,61.51
6240,2473,83,3,31.78
6241,2473,265,1,66.0
6242,2473,212,2,173.26
6243,2474,316,3,192.77
6244,2474,251,3,46.91
6245,2474,242,3,129.3
6246,2475,62,2,194.18
6247,2475,310,2,14.94
6248,2475,134,1,136.6
6249,2475,84,3,35.49
6250,2476,117,1,100.15
6251,2476,258,2,146.0
6252,2476,208,2,174.18
6253,2477,303,3,57.61
6254,2477,56,1,94.12
6255,2478,288,1,39.96
6256,2478,175,1,43.01
6257,2478,324,2,191.34
6258,2479,291,3,22.31
6259,2479,201,1,139.03
6260,2479,174,3,88.35
6261,2480,255,3,66.76
6262,2480,270,1,12.29
6263,2480,33,1,184.03
6264,2480,285,2,94.03
6265,2481,265,1,85.02
6266,2482,119,2,182.17
6267,2482,215,2,125.47
6268,2482,21,1,60.02
6269,2483,319,1,100.05
6270,2483,133,2,152.11
6271,2483,31,2,16.82
6272,2483,246,3,76.78
6273,2484,193,2,89.25
6274,2484,121,2,76.0
6275,2484,312,3,108.29
6276,2485,119,3,116.02
6277,2485,270,1,109.8
6278,2485,26,2,84.52
6279,2486,193,3,190.55
6280,2486,328,1,78.97
6281,2486,182,3,10.8
